,Annual Revenue,ADR,Occupancy %,Guests,Status,Status Detail,Price,Price Change,Date Changed,Street Address,City,State,Zipcode,Beds,Baths,Sqft,Home Type,Units,Building Name,Zestimate,Rent Zestimate,Tax Assessed Value,HDP Price,Lot Area,Lot Area Unit,Broker Name,Days on Zillow,URL,Latitude,Longitude
638,43002,209,0.56,6,For Rent,Apartment For Rent,2800,,,7007 57th Dr FLOOR 2,Maspeth,NY,11378,2,1,1008,Apartment,,,,2600,,2800,,,,11.88,https://www.zillow.com/homedetails/7007-57th-Dr-FLOOR-2-Maspeth-NY-11378/351484871_zpid/,40.726643,-73.89201
639,45965,205,0.61,6,For Rent,Apartment For Rent,2400,,,(undisclosed Address),Ozone Park,NY,11417,2,1,,Apartment,,,,2500,,2400,,,Ashford Home,11.88,https://www.zillow.com/homedetails/Ozone-Park-NY-11417/351519796_zpid/,,
640,44097,185,0.65,6,For Rent,Apartment For Rent,3500,,,9944 67th Rd APT 5J,Flushing,NY,11375,2,2,1320,Apartment,,,,3574,4097000,3500,,,Hatuka Properties,11.92,https://www.zillow.com/homedetails/9944-67th-Rd-APT-5J-Flushing-NY-11375/245390042_zpid/,40.72486,-73.85361
641,20451,149,0.38,4,For Rent,Apartment For Rent,1500,,,15083 116th Rd #1,Jamaica,NY,11434,1,1,,Apartment,,,,1700,,1500,,,,11.96,https://www.zillow.com/homedetails/15083-116th-Rd-1-Jamaica-NY-11434/2090372814_zpid/,40.683155,-73.78992
642,34583,133,0.71,4,For Rent,Apartment For Rent,2100,,,86-11 34th Ave #5K,Queens,NY,11372,1,1,633,Apartment,,,281300,2139,,2100,,,"Iryna Ferenets, LREB",11.96,https://www.zillow.com/homedetails/86-11-34th-Ave-5K-Queens-NY-11372/333783049_zpid/,40.754314,-73.88102
643,44886,162,0.76,4,For Rent,Apartment For Rent,2450,-45,6/12/2024,8330 118th St APT 2I,Jamaica,NY,11415,1,1,750,Apartment,,,335900,2998,80237,2450,,,Contact Realty,12,https://www.zillow.com/homedetails/8330-118th-St-APT-2I-Jamaica-NY-11415/117615413_zpid/,40.70619,-73.83499
644,61565,293,0.58,10,For Rent,House For Rent,850000,,,0 Disclosed Address,Queens Village,NY,11427,4,3,2000,Single Family,,,1021100,4999,,850000,,,,12,https://www.zillow.com/homedetails/0-Disclosed-Address-Queens-Village-NY-11427/351517062_zpid/,40.72956,-73.75
645,46185,179,0.71,6,For Rent,Apartment For Rent,3200,,,69-18 62nd St #1,Ridgewood,NY,11385,2,1,,Apartment,,,,2629,,3200,,,Corcoran,12,https://www.zillow.com/homedetails/69-18-62nd-St-1-Ridgewood-NY-11385/2067054753_zpid/,40.703617,-73.89478
646,,,,,For Rent,For Rent,,,,92-27 160th St   # 11205,Jamaica,NY,11433,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/apartments/jamaica-ny/92.dash.27-160th-st/C8CKZR/,,
647,60001,222,0.74,6,For Rent,Apartment For Rent,3000,,,41-25 Kissena Blvd #4S,Flushing,NY,11355,2,1,1024,Apartment,,,,2600,,3000,,,Scott Williams Realty LLC,12.04,https://www.zillow.com/homedetails/41-25-Kissena-Blvd-4S-Flushing-NY-11355/2067486110_zpid/,40.758144,-73.82844
648,49263,197,0.69,4,For Rent,Apartment For Rent,2250,,,9825 64th Rd APT 5A,Rego Park,NY,11374,1,1,850,Apartment,,,,2325,11641000,2250,,,"Charles Rutenberg Realty, Inc.",12.04,https://www.zillow.com/homedetails/9825-64th-Rd-APT-5A-Rego-Park-NY-11374/245394621_zpid/,40.730244,-73.85737
649,,,,,For Rent,For Rent,,,,81-07 Kew Gardens Rd # 7G,Kew Gardens,NY,11415,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/81-07-kew-gardens-rd-kew-gardens-ny-C66xwq/,,
650,55878,261,0.59,8,For Rent,House For Rent,3800,,,10824 Springfield Blvd,Jamaica,NY,11429,3,1,3375,Single Family,,,554100,3058,633000,3800,,,Success King Realty,12.04,https://www.zillow.com/homedetails/10824-Springfield-Blvd-Jamaica-NY-11429/32162241_zpid/,40.709217,-73.73824
651,52538,214,0.67,6,For Rent,Apartment For Rent,2699,-100,6/11/2024,7864 83rd St #2F,Glendale,NY,11385,2,1,,Apartment,,,,2740,,2699,,,Keller Williams NYC,12.04,https://www.zillow.com/homedetails/7864-83rd-St-2F-Glendale-NY-11385/2088364184_zpid/,40.703793,-73.86586
652,97366,444,0.6,10,For Rent,Apartment For Rent,9300,,,220-04 43rd Ave FLOOR 1,Bayside,NY,11361,4,3.5,,Apartment,,,,3751,,9300,,,Prime Realty,12.04,https://www.zillow.com/homedetails/220-04-43rd-Ave-FLOOR-1-Bayside-NY-11361/350336239_zpid/,40.76253,-73.76214
653,20956,124,0.46,6,For Rent,Apartment For Rent,2650,,,223-06 65th Ave #A,Oakland Gardens,NY,11364,2,1,950,Apartment,,,,2659,,2650,,,Voro Purple LLC,12.04,https://www.zillow.com/homedetails/223-06-65th-Ave-A-Oakland-Gardens-NY-11364/351422514_zpid/,40.746643,-73.75352
654,41921,190,0.6,6,For Rent,Apartment For Rent,2600,-200,6/10/2024,20-20 Hazen St #1T,East Elmhurst,NY,11370,2,1,,Apartment,,,,2800,,2600,,,Azure Realty NY LLC,12.04,https://www.zillow.com/homedetails/20-20-Hazen-St-1T-East-Elmhurst-NY-11370/351343962_zpid/,40.771557,-73.89594
655,35164,143,0.67,4,For Rent,Apartment For Rent,3000,,,3727 86th St APT 1C,Flushing,NY,11372,1,1,,Apartment,,,,1993,9457000,3000,,,Azure Realty NY LLC,12.04,https://www.zillow.com/homedetails/3727-86th-St-APT-1C-Flushing-NY-11372/245447945_zpid/,40.749363,-73.880165
656,52689,325,0.44,8,For Rent,Apartment For Rent,4200,,,40-12 214th Pl #3,Bayside,NY,11361,3,2,1216,Apartment,,,,3200,,4200,,,Luxian International realty LLC,12.04,https://www.zillow.com/homedetails/40-12-214th-Pl-3-Bayside-NY-11361/351358897_zpid/,40.772026,-73.772156
657,65793,310,0.58,8,For Rent,Apartment For Rent,4500,-95,6/12/2024,8410 143rd St,Jamaica,NY,11435,3,3.5,2000,Apartment,,,918700,4940,872000,4500,,,18 REALTY,12.04,https://www.zillow.com/homedetails/8410-143rd-St-Jamaica-NY-11435/32130669_zpid/,40.71048,-73.81388
658,57045,208,0.75,6,For Rent,Apartment For Rent,2600,,,105-15 66th Rd APT 4C,Forest Hills,NY,11375,2,1,,Apartment,,,,2650,,2600,,,Argo Residential,12.04,https://www.zillow.com/homedetails/105-15-66th-Rd-APT-4C-Forest-Hills-NY-11375/2078589822_zpid/,40.72949,-73.848785
659,51230,189,0.74,8,For Rent,Apartment For Rent,3100,,,8832 80th St FLOOR 1,Woodhaven,NY,11421,3,2,1075,Apartment,,,,3096,,3100,,,,12.08,https://www.zillow.com/homedetails/8832-80th-St-FLOOR-1-Woodhaven-NY-11421/347187813_zpid/,40.68906,-73.861725
660,25836,120,0.59,4,For Rent,Apartment For Rent,2025,,,191-14 Station Rd,Flushing,NY,11358,1,1,,Apartment,,,,1999,,2025,,,LDM Real Estate,12.08,https://www.zillow.com/homedetails/191-14-Station-Rd-Flushing-NY-11358/351503734_zpid/,40.76132,-73.786606
661,30339,119,0.7,2,For Rent,Apartment For Rent,1487,,,88-10 178th St #6A,Jamaica,NY,11432,0,1,,Apartment,,,,1700,,1487,,,,12.12,https://www.zillow.com/homedetails/88-10-178th-St-6A-Jamaica-NY-11432/351496057_zpid/,40.71104,-73.784935
662,64279,239,0.74,8,For Rent,Apartment For Rent,4000,,,6944 229th St FLOOR 1,Oakland Gardens,NY,11364,3,3,,Apartment,,,,4200,,4000,,,,12.12,https://www.zillow.com/homedetails/6944-229th-St-FLOOR-1-Oakland-Gardens-NY-11364/351457402_zpid/,40.74419,-73.74653
663,119616,493,0.66,12,For Rent,House For Rent,4800,,,3220 150th Pl,Flushing,NY,11354,5,2,,Single Family,,,1101200,4588,1104000,4800,,,,12.12,https://www.zillow.com/homedetails/3220-150th-Pl-Flushing-NY-11354/32033908_zpid/,40.769573,-73.814926
664,58893,300,0.54,8,For Rent,Apartment For Rent,3000,,,12229 Nellis St FLOOR 2,Springfield Gardens,NY,11413,3,1,,Apartment,,,,3777,,3000,,,Listed New York Elite,12.12,https://www.zillow.com/homedetails/12229-Nellis-St-FLOOR-2-Springfield-Gardens-NY-11413/344645690_zpid/,40.68269,-73.759094
665,33494,142,0.65,2,For Rent,Apartment For Rent,1750,,,160-30 89th Ave #10,Jamaica,NY,11432,0,1,450,Apartment,,,,1700,,1750,,,,12.17,https://www.zillow.com/homedetails/160-30-89th-Ave-10-Jamaica-NY-11432/351492190_zpid/,40.708332,-73.79468
666,33774,121,0.76,4,For Rent,Apartment For Rent,2100,,,180-10 Woodhull Ave #34,Hollis,NY,11423,1,1,830,Apartment,,,,2099,,2100,,,,12.17,https://www.zillow.com/homedetails/180-10-Woodhull-Ave-34-Hollis-NY-11423/351491699_zpid/,40.710526,-73.76985
667,40795,177,0.63,4,For Rent,Apartment For Rent,2550,,,81-25 153rd St #27,Jamaica,NY,11432,1,1,850,Apartment,,,,2350,,2550,,,,12.21,https://www.zillow.com/homedetails/81-25-153rd-St-27-Jamaica-NY-11432/351490902_zpid/,40.703766,-73.80285
668,39390,182,0.59,8,For Rent,Apartment For Rent,3000,,,5609 College Point Blvd FLOOR 2,Flushing,NY,11355,3,1,1000,Apartment,,,,2749,,3000,,,,12.21,https://www.zillow.com/homedetails/5609-College-Point-Blvd-FLOOR-2-Flushing-NY-11355/351489599_zpid/,40.747498,-73.833305
669,51061,343,0.41,10,For Rent,Apartment For Rent,4200,,,5772 228th St FLOOR 1,Oakland Gardens,NY,11364,4,3,2800,Apartment,,,,4500,,4200,,,,12.25,https://www.zillow.com/homedetails/5772-228th-St-FLOOR-1-Oakland-Gardens-NY-11364/351487778_zpid/,40.751736,-73.75074
670,21204,122,0.48,6,For Rent,Apartment For Rent,3100,,,(undisclosed Address),Flushing,NY,11361,2,2,1000,Apartment,,,,3200,,3100,,,,12.29,https://www.zillow.com/homedetails/Flushing-NY-11361/94720330_zpid/,,
671,51532,195,0.72,8,For Rent,Apartment For Rent,3000,,,87-29 S 86th St FLOOR 2,Woodhaven,NY,11421,3,1,,Apartment,,,,2800,,3000,,,,12.29,https://www.zillow.com/homedetails/87-29-S-86th-St-FLOOR-2-Woodhaven-NY-11421/351484323_zpid/,40.691772,-73.85772
672,31730,147,0.59,6,For Rent,Townhouse For Rent,3500,,,224-5 67th Ave,Oakland Gardens,NY,11364,2,1,,Townhouse,,,495800,2450,,3500,,,,12.33,https://www.zillow.com/homedetails/224-5-67th-Ave-Oakland-Gardens-NY-11364/351483207_zpid/,40.743046,-73.76291
673,49196,330,0.41,8,For Rent,Townhouse For Rent,3750,,,223-59 65th Ave,Oakland Gardens,NY,11364,3,2,,Townhouse,,,677300,3499,,3750,,,,12.38,https://www.zillow.com/homedetails/223-59-65th-Ave-Oakland-Gardens-NY-11364/351480853_zpid/,40.747208,-73.75253
674,34715,142,0.67,4,For Rent,Apartment For Rent,2550,,,22-19 77th St #B-3,East Elmhurst,NY,11370,1,1,,Apartment,,,,2314,,2550,,,Metroline Realty,12.38,https://www.zillow.com/homedetails/22-19-77th-St-B-3-East-Elmhurst-NY-11370/2056722906_zpid/,40.768055,-73.89221
675,50386,253,0.55,8,For Rent,Apartment For Rent,3464,,,109-09 Guy R Brewer Blvd #2R,Jamaica,NY,11433,3,1,1000,Apartment,,,,2800,,3464,,,Paragon Real Estate Corporation,12.42,https://www.zillow.com/homedetails/109-09-Guy-R-Brewer-Blvd-2R-Jamaica-NY-11433/345332356_zpid/,40.69475,-73.78974
676,60574,221,0.75,6,For Rent,Apartment For Rent,2700,,,14329 Barclay Ave APT 3C,Flushing,NY,11355,2,1,1000,Apartment,,,,2600,,2700,,,,12.46,https://www.zillow.com/homedetails/14329-Barclay-Ave-APT-3C-Flushing-NY-11355/351474617_zpid/,40.759216,-73.82287
677,60861,384,0.43,10,For Rent,Townhouse For Rent,3300,,,141-14 Booth Memorial Ave #2F,Flushing,NY,11355,4,2,1000,Townhouse,,,804100,3580,,3300,,,Tyme Realty Corp,12.83,https://www.zillow.com/homedetails/141-14-Booth-Memorial-Ave-2F-Flushing-NY-11355/340068929_zpid/,40.745827,-73.824165
678,50250,206,0.67,6,For Rent,Apartment For Rent,3300,-200,6/4/2024,11114 41st Ave #1F,Corona,NY,11368,2,1,800,Apartment,,,,2999,,3300,,,,12.92,https://www.zillow.com/homedetails/11114-41st-Ave-1F-Corona-NY-11368/351469287_zpid/,40.751217,-73.85436
679,60824,223,0.75,10,For Rent,House For Rent,5500,,,(undisclosed Address),Middle Village,NY,11379,4,2,,Single Family,,,826000,2730,,5500,,,Keller Williams Points North,12.96,https://www.zillow.com/homedetails/Middle-Village-NY-11379/31993212_zpid/,,
680,53361,193,0.76,6,For Rent,Apartment For Rent,3150,,,57-65 Xenia St #1,Corona,NY,11368,2,1,1000,Apartment,,,,2759,,3150,,,EAG Realty,13.08,https://www.zillow.com/homedetails/57-65-Xenia-St-1-Corona-NY-11368/345405847_zpid/,40.73826,-73.85618
681,67645,261,0.71,10,For Rent,Apartment For Rent,4395,,,102-15 46th Ave #1,Corona,NY,11368,4,2,1400,Apartment,,,,3705,,4395,,,EAG Realty,13.08,https://www.zillow.com/homedetails/102-15-46th-Ave-1-Corona-NY-11368/347203144_zpid/,40.74601,-73.86161
682,45248,213,0.58,8,For Rent,Apartment For Rent,3575,-125,6/14/2024,35-33 97th St #6,Corona,NY,11368,3,2,1200,Apartment,,,,3264,,3575,,,EAG Realty,13.08,https://www.zillow.com/homedetails/35-33-97th-St-6-Corona-NY-11368/347766694_zpid/,40.752674,-73.87034
683,,,,,For Rent,For Rent,,,,13702 Northern Blvd # 8EA,Flushing,NY,11354,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/13702-northern-blvd-flushing-ny-5j95TY/,,
684,,,,,For Rent,For Rent,,,,223-58 65th Ave # 3C,Oakland Gardens,NY,11364,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/223-58-65th-ave-oakland-gardens-ny-9mzgnS/,,
685,62474,271,0.63,8,For Rent,Apartment For Rent,3000,,,10159 94th St #3,Ozone Park,NY,11416,3,1,1500,Apartment,,,,2893,,3000,,,,13.29,https://www.zillow.com/homedetails/10159-94th-St-3-Ozone-Park-NY-11416/348648960_zpid/,40.68295,-73.84627
686,35145,139,0.69,4,For Rent,Apartment For Rent,1800,,,121 110th St #2,South Richmond Hill,NY,11419,1,1,800,Apartment,,,,1949,,1800,,,,13.29,https://www.zillow.com/homedetails/121-110th-St-2-South-Richmond-Hill-NY-11419/351459935_zpid/,40.681942,-73.83111
687,83698,348,0.66,10,For Rent,Apartment For Rent,4500,200,6/15/2024,77-02 164th St FLOOR 2,Fresh Meadows,NY,11366,4,1.5,1100,Apartment,,,,3621,,4500,,,Goldstone NY Realty LLC,13.33,https://www.zillow.com/homedetails/77-02-164th-St-FLOOR-2-Fresh-Meadows-NY-11366/348723644_zpid/,40.724182,-73.80502
688,32603,137,0.65,2,For Rent,Apartment For Rent,1700,,,15011 72nd Rd STE 1,Flushing,NY,11367,0,1,480,Apartment,,,,1749,,1700,,,Goldstone NY Realty LLC,13.33,https://www.zillow.com/homedetails/15011-72nd-Rd-STE-1-Flushing-NY-11367/2118107117_zpid/,40.7275,-73.81693
689,48622,183,0.73,4,For Rent,Apartment For Rent,2300,,,10319 68th Rd APT 4C,Forest Hills,NY,11375,1,1,,Apartment,,,,1981,,2300,,,Keller Williams NYC,13.38,https://www.zillow.com/homedetails/10319-68th-Rd-APT-4C-Forest-Hills-NY-11375/2095665342_zpid/,40.72545,-73.84952
690,60574,221,0.75,6,For Rent,Apartment For Rent,2600,,,143-29 Barclay Ave #5C,Flushing,NY,11355,2,1,,Apartment,,,,2400,,2600,,,,13.46,https://www.zillow.com/homedetails/143-29-Barclay-Ave-5C-Flushing-NY-11355/351455825_zpid/,40.76092,-73.81658
691,32382,132,0.67,6,For Rent,Apartment For Rent,3100,,,216-04 Union Tpke,Queens Village,NY,11427,2,2,750,Apartment,,,,2770,,3100,,,Integrity Core Realty,13.83,https://www.zillow.com/homedetails/216-04-Union-Tpke-Queens-Village-NY-11427/2079828886_zpid/,40.73418,-73.75474
692,61947,266,0.64,8,For Rent,House For Rent,2850,,,101-31 98,Ozone Park,NY,11416,3,1,,Single Family,,,715200,2893,,2850,,,,13.92,https://www.zillow.com/homedetails/101-31-98-Ozone-Park-NY-11416/2062750624_zpid/,40.6842,-73.842766
693,,,,,For Rent,For Rent,,,,13981 35th Ave  Apt 3P,Flushing,NY,11354,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/13981-35th-ave-flushing-ny-5Yzhv2/,,
694,65216,269,0.66,8,For Rent,House For Rent,3000,,,78-66 82nd St,Ridgewood,NY,11385,3,1,1000,Single Family,,,727400,2983,,3000,,,,14.17,https://www.zillow.com/homedetails/78-66-82nd-St-Ridgewood-NY-11385/2069214854_zpid/,40.703705,-73.86685
695,36403,155,0.64,4,For Rent,Townhouse For Rent,1943,,,139-05 85th Dr APT 3G,Jamaica,NY,11435,1,1,850,Townhouse,,,287200,1941,,1943,,,,14.17,https://www.zillow.com/homedetails/139-05-85th-Dr-APT-3G-Jamaica-NY-11435/72651480_zpid/,40.70896,-73.81663
696,63108,275,0.63,8,For Rent,Apartment For Rent,2400,-400,6/1/2024,46-39 Smart St #2,Flushing,NY,11355,3,1,,Apartment,,,,2792,,2400,,,,14.21,https://www.zillow.com/homedetails/46-39-Smart-St-2-Flushing-NY-11355/2077107913_zpid/,40.75197,-73.814766
697,41225,239,0.47,8,For Rent,Apartment For Rent,2700,-100,6/12/2024,(undisclosed Address),Flushing,NY,11358,3,1,,Apartment,,,,2800,,2700,,,DALLAL,14.25,https://www.zillow.com/homedetails/Flushing-NY-11358/351439256_zpid/,,
698,64267,272,0.65,8,For Rent,Townhouse For Rent,2800,,,(undisclosed Address),Flushing,NY,11368,3,1,1000,Townhouse,,,1512400,4788,,2800,,,,14.29,https://www.zillow.com/homedetails/Flushing-NY-11368/64709455_zpid/,,
699,24020,141,0.47,6,For Rent,Apartment For Rent,2800,,,7548 Parsons Blvd #3F,Flushing,NY,11366,2,2,,Apartment,,,580100,3128,672140,2800,,,EXIT Realty First Choice,14.29,https://www.zillow.com/homedetails/7548-Parsons-Blvd-3F-Flushing-NY-11366/245412983_zpid/,40.72503,-73.811195
700,61140,266,0.63,8,For Rent,Apartment For Rent,2800,,,(undisclosed Address),Ozone Park,NY,11416,3,1,1000,Apartment,,,,2800,,2800,,,Exp Realty,14.33,https://www.zillow.com/homedetails/Ozone-Park-NY-11416/351437622_zpid/,,
701,,,,,For Rent,For Rent,,,,13101 40th Rd Penthouse 3W,Flushing,NY,11354,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/13101-40th-rd-flushing-ny-97dyYJ/,,
702,,,,,For Rent,For Rent,,,,33-53 82nd St   # A22,Jackson Heights,NY,11372,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/33-53-82nd-St-Jackson-Heights-NY/40.754032,-73.88495_ll/",,
703,49165,330,0.41,8,For Rent,Apartment For Rent,3845,,,65-08 223rd Pl APT A,Oakland Gardens,NY,11364,3,2,1100,Apartment,,,,3551,,3845,,,EXP Realty,14.58,https://www.zillow.com/homedetails/65-08-223rd-Pl-APT-A-Oakland-Gardens-NY-11364/2056092130_zpid/,40.74656,-73.75442
704,97314,444,0.6,10,For Rent,House For Rent,9300,,,22004 43rd Ave,Flushing,NY,11361,4,3.5,,Single Family,,,2169800,5668,803000,9300,,,Prime Realty,14.79,https://www.zillow.com/homedetails/22004-43rd-Ave-Flushing-NY-11361/32063195_zpid/,40.76254,-73.762146
705,49066,189,0.71,6,For Rent,House For Rent,2500,,,32-45 97th St #1,East Elmhurst,NY,11369,2,1,,Single Family,,,692200,2600,,2500,,,Real Broker NY LLC,14.83,https://www.zillow.com/homedetails/32-45-97th-St-1-East-Elmhurst-NY-11369/351414315_zpid/,40.757595,-73.87131
706,147086,649,0.62,12,For Rent,House For Rent,5900,,,(undisclosed Address),Laurelton,NY,11413,5,2.5,,Single Family,,,680600,3294,,5900,,,,14.88,https://www.zillow.com/homedetails/Laurelton-NY-11413/32200204_zpid/,,
707,58521,214,0.75,8,For Rent,Apartment For Rent,2700,,,74-12 87th Ave #2,Woodhaven,NY,11421,3,1,,Apartment,,,,2900,,2700,,,Keller Williams Rty Gold Coast,14.96,https://www.zillow.com/homedetails/74-12-87th-Ave-2-Woodhaven-NY-11421/351437254_zpid/,40.690437,-73.86741
708,26904,114,0.65,4,For Rent,Apartment For Rent,2399,,,64-19 194th Ln #G,Fresh Meadows,NY,11365,1,1,925,Apartment,,,,2250,,2399,,,,15,https://www.zillow.com/homedetails/64-19-194th-Ln-G-Fresh-Meadows-NY-11365/2053388963_zpid/,40.73877,-73.780396
709,49102,330,0.41,8,For Rent,Apartment For Rent,2950,,,21951 67th Ave FLOOR 2,Oakland Gardens,NY,11364,3,2,1150,Apartment,,,,3200,,2950,,,Mayflower Realty,15.17,https://www.zillow.com/homedetails/21951-67th-Ave-FLOOR-2-Oakland-Gardens-NY-11364/2071593460_zpid/,40.746994,-73.756355
710,26238,206,0.35,8,For Rent,Apartment For Rent,1850,,,14802 61st Rd #BASEMENT,Flushing,NY,11367,3,1,870,Apartment,,,,2650,,1850,,,Mayflower Realty,15.17,https://www.zillow.com/homedetails/14802-61st-Rd-BASEMENT-Flushing-NY-11367/351358699_zpid/,40.740154,-73.82207
711,31829,146,0.6,6,For Rent,Townhouse For Rent,2700,,,61-50 223rd Pl #A,Oakland Gardens,NY,11364,2,1,,Townhouse,,,526900,2650,,2700,,,,15.17,https://www.zillow.com/homedetails/61-50-223rd-Pl-A-Oakland-Gardens-NY-11364/351358589_zpid/,40.748646,-73.75454
712,27314,113,0.66,4,For Rent,Apartment For Rent,2395,,,61-46 186th St,Fresh Meadows,NY,11365,1,1,925,Apartment,,,,2250,,2395,,,,15.17,https://www.zillow.com/homedetails/61-46-186th-St-Fresh-Meadows-NY-11365/2053567713_zpid/,40.73876,-73.78793
713,36749,128,0.79,4,For Rent,Apartment For Rent,2449,,,69-04 197th St #C,Fresh Meadows,NY,11365,1,1,900,Apartment,,,,2195,,2449,,,,15.17,https://www.zillow.com/homedetails/69-04-197th-St-C-Fresh-Meadows-NY-11365/348746389_zpid/,40.73712,-73.776085
714,26563,107,0.68,4,For Rent,Apartment For Rent,2349,,,196-15 65th Cres #2A,Fresh Meadows,NY,11365,1,1,850,Apartment,,,,2199,,2349,,,,15.21,https://www.zillow.com/homedetails/196-15-65th-Cres-2A-Fresh-Meadows-NY-11365/351356463_zpid/,40.74017,-73.77735
715,58140,268,0.59,8,For Rent,House For Rent,4200,,,57 Avenue 228 St,Oakland Gardens,NY,11364,3,3,,Single Family,,,867500,4500,,4200,,,Prospes Real Estate Corp,15.21,https://www.zillow.com/homedetails/57-Avenue-228-St-Oakland-Gardens-NY-11364/351354863_zpid/,40.745857,-73.7578
716,76208,350,0.6,12,For Rent,House For Rent,7900,,,6872 112th St,Flushing,NY,11375,5,3.5,3119,Single Family,,,2351200,7077,2727000,7900,,,Strictly Realty Inc,15.21,https://www.zillow.com/homedetails/6872-112th-St-Flushing-NY-11375/31979308_zpid/,40.726418,-73.84128
717,25284,182,0.38,6,For Rent,Apartment For Rent,2600,-49,6/6/2024,6740 193rd Ln #1A,Fresh Meadows,NY,11365,2,1,900,Apartment,,,,2500,,2600,,,,15.21,https://www.zillow.com/homedetails/6740-193rd-Ln-1A-Fresh-Meadows-NY-11365/351353081_zpid/,40.737408,-73.78004
718,49277,317,0.43,8,For Rent,Apartment For Rent,2600,,,207-20 47th Ave #2,Bayside,NY,11361,3,2,1100,Apartment,,,,3058,,2600,,,E realty int'l group,15.21,https://www.zillow.com/homedetails/207-20-47th-Ave-2-Bayside-NY-11361/2078238350_zpid/,40.755135,-73.7736
719,29310,126,0.64,4,For Rent,Apartment For Rent,2199,,,22433 67th Ave #1,Oakland Gardens,NY,11364,1,1,800,Apartment,,,,2149,,2199,,,,15.25,https://www.zillow.com/homedetails/22433-67th-Ave-1-Oakland-Gardens-NY-11364/351351119_zpid/,40.74634,-73.750885
720,34430,142,0.66,6,For Rent,Apartment For Rent,2649,,,67-08 Cloverdale Blvd #A,Oakland Gardens,NY,11364,2,1,850,Apartment,,,,2498,,2649,,,,15.25,https://www.zillow.com/homedetails/67-08-Cloverdale-Blvd-A-Oakland-Gardens-NY-11364/351347808_zpid/,,
721,34430,142,0.66,6,For Rent,Apartment For Rent,2649,,,67-08 Cloverdale Blvd #A,Oakland Gardens,NY,11364,2,1,850,Apartment,,,,2400,,2649,,,,15.25,https://www.zillow.com/homedetails/67-08-Cloverdale-Blvd-A-Oakland-Gardens-NY-11364/351347811_zpid/,40.7463,-73.74954
722,39683,173,0.63,6,For Rent,Apartment For Rent,2300,,,139-81 86th Ave #1B,Jamaica,NY,11435,2,1,,Apartment,,,,2299,,2300,,,,15.42,https://www.zillow.com/homedetails/139-81-86th-Ave-1B-Jamaica-NY-11435/351329802_zpid/,40.708385,-73.81405
723,,,,,For Rent,For Rent,,,,3415 Parsons Blvd Apt 5,Flushing,NY,11354,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/3415-parsons-boulevard-flushing-ny-5Y2cVz/,,
724,52022,199,0.72,6,For Rent,Apartment For Rent,4200,,,13103 40th Rd PENTHOUSE 1W,Flushing,NY,11354,2,2,1020,Apartment,,,1092500,4200,193313,4200,,,Goldstone NY Realty LLC,15.62,https://www.zillow.com/homedetails/13103-40th-Rd-PENTHOUSE-1W-Flushing-NY-11354/245390657_zpid/,40.755905,-73.836685
725,63734,248,0.7,8,For Rent,Apartment For Rent,3200,250,5/31/2024,84-36 98th St #2,Woodhaven,NY,11421,3,2,1100,Apartment,,,,3028,,3200,,,Ken Garvey Real Estate LLC,15.92,https://www.zillow.com/homedetails/84-36-98th-St-2-Woodhaven-NY-11421/2055274833_zpid/,40.69902,-73.851364
